review_date,count,product_category
2015-04-01,277055,apparel
2015-05-01,273319,apparel
2015-06-01,282653,apparel
2015-07-01,300486,apparel
2015-08-01,303369,apparel
1999-10-01,1,automotive
1999-12-01,4,automotive
2000-02-01,1,automotive
2000-04-01,1,automotive
2000-05-01,3,automotive
2000-06-01,9,automotive
2000-07-01,2,automotive
2000-08-01,1,automotive
2000-09-01,3,automotive
2000-10-01,4,automotive
2000-11-01,4,automotive
2000-12-01,3,automotive
2001-01-01,4,automotive
2001-02-01,2,automotive
2001-03-01,3,automotive
2001-04-01,5,automotive
2001-05-01,3,automotive
2001-06-01,4,automotive
2001-07-01,2,automotive
2001-08-01,3,automotive
2001-09-01,1,automotive
2001-10-01,2,automotive
2001-11-01,9,automotive
2001-12-01,10,automotive
2002-01-01,4,automotive
2002-02-01,4,automotive
2002-03-01,2,automotive
2002-04-01,1,automotive
2002-05-01,4,automotive
2002-06-01,4,automotive
2002-07-01,6,automotive
2002-08-01,4,automotive
2002-09-01,3,automotive
2002-10-01,4,automotive
2002-11-01,8,automotive
2002-12-01,10,automotive
2003-01-01,12,automotive
2003-02-01,1,automotive
2003-03-01,4,automotive
2003-04-01,6,automotive
2003-05-01,9,automotive
2003-06-01,13,automotive
2003-07-01,10,automotive
2003-08-01,6,automotive
2003-09-01,10,automotive
2003-10-01,8,automotive
2003-11-01,11,automotive
2003-12-01,10,automotive
2004-01-01,17,automotive
2004-02-01,11,automotive
2004-03-01,19,automotive
2004-04-01,10,automotive
2004-05-01,20,automotive
2004-06-01,9,automotive
2004-07-01,17,automotive
2004-08-01,14,automotive
2004-09-01,57,automotive
2004-10-01,31,automotive
2004-11-01,46,automotive
2004-12-01,30,automotive
2005-01-01,36,automotive
2005-02-01,51,automotive
2005-03-01,35,automotive
2005-04-01,39,automotive
2005-05-01,24,automotive
2005-06-01,42,automotive
2005-07-01,54,automotive
2005-08-01,80,automotive
2005-09-01,113,automotive
2005-10-01,64,automotive
2005-11-01,49,automotive
2005-12-01,73,automotive
2006-01-01,94,automotive
2006-02-01,123,automotive
2006-03-01,168,automotive
2006-04-01,45,automotive
2006-05-01,87,automotive
2006-06-01,146,automotive
2006-07-01,234,automotive
2006-08-01,326,automotive
2006-09-01,117,automotive
2006-10-01,124,automotive
2006-11-01,453,automotive
2006-12-01,273,automotive
2007-01-01,1315,automotive
2007-02-01,538,automotive
2007-03-01,785,automotive
2007-04-01,419,automotive
2007-05-01,821,automotive
2007-06-01,608,automotive
2007-07-01,712,automotive
2007-08-01,707,automotive
2007-09-01,695,automotive
2007-10-01,664,automotive
2007-11-01,675,automotive
2007-12-01,947,automotive
2008-01-01,1132,automotive
2008-02-01,970,automotive
2008-03-01,809,automotive
2008-04-01,1055,automotive
2008-05-01,981,automotive
2008-06-01,1140,automotive
2008-07-01,1257,automotive
2008-08-01,1305,automotive
2008-09-01,1224,automotive
2008-10-01,1308,automotive
2008-11-01,1211,automotive
2008-12-01,1461,automotive
2009-01-01,1849,automotive
2009-02-01,1523,automotive
2009-03-01,1553,automotive
2009-04-01,1627,automotive
2009-05-01,1773,automotive
2009-06-01,1861,automotive
2009-07-01,1580,automotive
2009-08-01,1917,automotive
2009-09-01,2450,automotive
2009-10-01,2339,automotive
2009-11-01,2682,automotive
2009-12-01,2794,automotive
2010-01-01,2970,automotive
2010-02-01,3551,automotive
2010-03-01,3401,automotive
2010-04-01,3508,automotive
2010-05-01,3715,automotive
2010-06-01,3626,automotive
2010-07-01,4408,automotive
2010-08-01,4741,automotive
2010-09-01,5201,automotive
2010-10-01,5032,automotive
2010-11-01,4915,automotive
2010-12-01,5987,automotive
2011-01-01,6877,automotive
2011-02-01,5798,automotive
2011-03-01,7042,automotive
2011-04-01,7282,automotive
2011-05-01,7328,automotive
2011-06-01,7717,automotive
2011-07-01,8712,automotive
2011-08-01,9702,automotive
2011-09-01,10525,automotive
2011-10-01,10534,automotive
2011-11-01,10421,automotive
2011-12-01,12477,automotive
2012-01-01,13286,automotive
2012-02-01,11702,automotive
2012-03-01,13217,automotive
2012-04-01,13379,automotive
2012-05-01,14242,automotive
2012-06-01,14749,automotive
2012-07-01,16785,automotive
2012-08-01,16882,automotive
2012-09-01,17700,automotive
2012-10-01,19797,automotive
2012-11-01,25032,automotive
2012-12-01,42948,automotive
2013-01-01,46898,automotive
2013-02-01,40058,automotive
2013-03-01,46113,automotive
2013-04-01,46958,automotive
2013-05-01,50886,automotive
2013-06-01,50772,automotive
2013-07-01,55318,automotive
2013-08-01,58433,automotive
2013-09-01,50260,automotive
2013-10-01,57256,automotive
2013-11-01,47752,automotive
2013-12-01,58995,automotive
2014-01-01,67783,automotive
2014-02-01,57598,automotive
2014-03-01,67677,automotive
2014-04-01,64168,automotive
2014-05-01,67125,automotive
2014-06-01,71982,automotive
2014-07-01,126901,automotive
2014-08-01,133460,automotive
2014-09-01,125681,automotive
2014-10-01,129232,automotive
2014-11-01,119861,automotive
2014-12-01,143655,automotive
2015-01-01,145704,automotive
2015-02-01,145357,automotive
2015-03-01,166643,automotive
2015-04-01,160548,automotive
2015-05-01,162656,automotive
2015-06-01,166405,automotive
2015-07-01,175884,automotive
2015-08-01,181678,automotive
1999-07-01,15,baby
1999-08-01,21,baby
1999-09-01,8,baby
1999-10-01,7,baby
1999-11-01,23,baby
1999-12-01,38,baby
2000-01-01,14,baby
2000-02-01,11,baby
2000-03-01,14,baby
2000-04-01,19,baby
2000-05-01,9,baby
2000-06-01,8,baby
2000-07-01,12,baby
2000-08-01,16,baby
2000-09-01,25,baby
2000-10-01,31,baby
2000-11-01,39,baby
2000-12-01,35,baby
2001-01-01,40,baby
2001-02-01,14,baby
2001-03-01,21,baby
2001-04-01,13,baby
2001-05-01,203,baby
2001-06-01,241,baby
2001-07-01,232,baby
2001-08-01,262,baby
2001-09-01,197,baby
2001-10-01,251,baby
2001-11-01,271,baby
2001-12-01,268,baby
2002-01-01,414,baby
2002-02-01,423,baby
2002-03-01,458,baby
2002-04-01,459,baby
2002-05-01,522,baby
2002-06-01,543,baby
2002-07-01,688,baby
2002-08-01,655,baby
2002-09-01,605,baby
2002-10-01,674,baby
2002-11-01,689,baby
2002-12-01,629,baby
2003-01-01,847,baby
2003-02-01,831,baby
2003-03-01,915,baby
2003-04-01,861,baby
2003-05-01,904,baby
2003-06-01,839,baby
2003-07-01,939,baby
2003-08-01,960,baby
2003-09-01,935,baby
2003-10-01,1047,baby
2003-11-01,978,baby
2003-12-01,1072,baby
2004-01-01,1385,baby
2004-02-01,1279,baby
2004-03-01,1414,baby
2004-04-01,1402,baby
2004-05-01,1383,baby
2004-06-01,1627,baby
2004-07-01,1580,baby
2004-08-01,1477,baby
2004-09-01,1400,baby
2004-10-01,1177,baby
2004-11-01,1150,baby
2004-12-01,1048,baby
2005-01-01,1514,baby
2005-02-01,1594,baby
2005-03-01,1631,baby
2005-04-01,1531,baby
2005-05-01,1637,baby
2005-06-01,1524,baby
2005-07-01,1745,baby
2005-08-01,2236,baby
2005-09-01,1743,baby
2005-10-01,1557,baby
2005-11-01,1306,baby
2005-12-01,1393,baby
2006-01-01,1913,baby
2006-02-01,2002,baby
2006-03-01,2432,baby
2006-04-01,751,baby
2006-05-01,1307,baby
2006-06-01,1134,baby
2006-07-01,851,baby
2006-08-01,664,baby
2006-09-01,442,baby
2006-10-01,516,baby
2006-11-01,863,baby
2006-12-01,715,baby
2007-01-01,2370,baby
2007-02-01,1179,baby
2007-03-01,1742,baby
2007-04-01,1122,baby
2007-05-01,2022,baby
2007-06-01,1384,baby
2007-07-01,1686,baby
2007-08-01,1771,baby
2007-09-01,1596,baby
2007-10-01,1653,baby
2007-11-01,1647,baby
2007-12-01,1930,baby
2008-01-01,2199,baby
2008-02-01,1996,baby
2008-03-01,1979,baby
2008-04-01,2291,baby
2008-05-01,2196,baby
2008-06-01,2319,baby
2008-07-01,2540,baby
2008-08-01,2491,baby
2008-09-01,2436,baby
2008-10-01,2442,baby
2008-11-01,2148,baby
2008-12-01,2623,baby
2009-01-01,3345,baby
2009-02-01,2780,baby
2009-03-01,2865,baby
2009-04-01,2800,baby
2009-05-01,2935,baby
2009-06-01,3029,baby
2009-07-01,2521,baby
2009-08-01,3030,baby
2009-09-01,3632,baby
2009-10-01,3126,baby
2009-11-01,3218,baby
2009-12-01,3585,baby
2010-01-01,4168,baby
2010-02-01,4457,baby
2010-03-01,4330,baby
2010-04-01,4100,baby
2010-05-01,4018,baby
2010-06-01,4180,baby
2010-07-01,4694,baby
2010-08-01,5199,baby
2010-09-01,5481,baby
2010-10-01,5488,baby
2010-11-01,5872,baby
2010-12-01,6802,baby
2011-01-01,8312,baby
2011-02-01,7705,baby
2011-03-01,9382,baby
2011-04-01,8532,baby
2011-05-01,8016,baby
2011-06-01,8191,baby
2011-07-01,8853,baby
2011-08-01,9433,baby
2011-09-01,8939,baby
2011-10-01,8817,baby
2011-11-01,8326,baby
2011-12-01,9960,baby
2012-01-01,11219,baby
2012-02-01,9326,baby
2012-03-01,9968,baby
2012-04-01,9311,baby
2012-05-01,9269,baby
2012-06-01,9221,baby
2012-07-01,9610,baby
2012-08-01,10893,baby
2012-09-01,10404,baby
2012-10-01,11357,baby
2012-11-01,15364,baby
2012-12-01,25849,baby
2013-01-01,28784,baby
2013-02-01,23473,baby
2013-03-01,25769,baby
2013-04-01,25160,baby
2013-05-01,25043,baby
2013-06-01,24336,baby
2013-07-01,25637,baby
2013-08-01,26938,baby
2013-09-01,23820,baby
2013-10-01,27070,baby
2013-11-01,25246,baby
2013-12-01,32638,baby
2014-01-01,35434,baby
2014-02-01,28339,baby
2014-03-01,32728,baby
2014-04-01,29145,baby
2014-05-01,28498,baby
2014-06-01,29449,baby
2014-07-01,45006,baby
2014-08-01,47489,baby
2014-09-01,46378,baby
2014-10-01,47826,baby
2014-11-01,46654,baby
2014-12-01,59311,baby
2015-01-01,60364,baby
2015-02-01,59110,baby
2015-03-01,67296,baby
2015-04-01,59762,baby
2015-05-01,58443,baby
2015-06-01,60396,baby
2015-07-01,68003,baby
2015-08-01,70145,baby
2000-10-01,1,beauty
2000-11-01,11,beauty
2000-12-01,21,beauty
2001-01-01,22,beauty
2001-02-01,14,beauty
2001-03-01,12,beauty
2001-04-01,15,beauty
2001-05-01,18,beauty
2001-06-01,27,beauty
2001-07-01,19,beauty
2001-08-01,16,beauty
2001-09-01,31,beauty
2001-10-01,23,beauty
2001-11-01,31,beauty
2001-12-01,29,beauty
2002-01-01,34,beauty
2002-02-01,22,beauty
2002-03-01,28,beauty
2002-04-01,29,beauty
2002-05-01,26,beauty
2002-06-01,47,beauty
2002-07-01,48,beauty
2002-08-01,47,beauty
2002-09-01,39,beauty
2002-10-01,51,beauty
2002-11-01,69,beauty
2002-12-01,127,beauty
2003-01-01,94,beauty
2003-02-01,65,beauty
2003-03-01,85,beauty
2003-04-01,86,beauty
2003-05-01,92,beauty
2003-06-01,103,beauty
2003-07-01,100,beauty
2003-08-01,97,beauty
2003-09-01,85,beauty
2003-10-01,94,beauty
2003-11-01,126,beauty
2003-12-01,225,beauty
2004-01-01,271,beauty
2004-02-01,202,beauty
2004-03-01,216,beauty
2004-04-01,239,beauty
2004-05-01,385,beauty
2004-06-01,311,beauty
2004-07-01,310,beauty
2004-08-01,354,beauty
2004-09-01,245,beauty
2004-10-01,291,beauty
2004-11-01,352,beauty
2004-12-01,428,beauty
2005-01-01,568,beauty
2005-02-01,429,beauty
2005-03-01,441,beauty
2005-04-01,417,beauty
2005-05-01,382,beauty
2005-06-01,492,beauty
2005-07-01,720,beauty
2005-08-01,1073,beauty
2005-09-01,1020,beauty
2005-10-01,920,beauty
2005-11-01,583,beauty
2005-12-01,844,beauty
2006-01-01,893,beauty
2006-02-01,1043,beauty
2006-03-01,1424,beauty
2006-04-01,419,beauty
2006-05-01,699,beauty
2006-06-01,762,beauty
2006-07-01,1154,beauty
2006-08-01,1226,beauty
2006-09-01,663,beauty
2006-10-01,699,beauty
2006-11-01,1456,beauty
2006-12-01,1171,beauty
2007-01-01,4021,beauty
2007-02-01,1773,beauty
2007-03-01,2404,beauty
2007-04-01,1412,beauty
2007-05-01,2790,beauty
2007-06-01,1951,beauty
2007-07-01,2181,beauty
2007-08-01,2177,beauty
2007-09-01,2207,beauty
2007-10-01,2099,beauty
2007-11-01,2318,beauty
2007-12-01,3153,beauty
2008-01-01,3775,beauty
2008-02-01,3148,beauty
2008-03-01,2941,beauty
2008-04-01,3178,beauty
2008-05-01,3000,beauty
2008-06-01,2958,beauty
2008-07-01,3398,beauty
2008-08-01,3207,beauty
2008-09-01,3264,beauty
2008-10-01,3346,beauty
2008-11-01,3174,beauty
2008-12-01,4004,beauty
2009-01-01,5369,beauty
2009-02-01,4290,beauty
2009-03-01,4423,beauty
2009-04-01,4445,beauty
2009-05-01,4759,beauty
2009-06-01,4579,beauty
2009-07-01,3825,beauty
2009-08-01,4453,beauty
2009-09-01,5343,beauty
2009-10-01,4807,beauty
2009-11-01,4886,beauty
2009-12-01,6068,beauty
2010-01-01,6573,beauty
2010-02-01,7212,beauty
2010-03-01,6741,beauty
2010-04-01,6412,beauty
2010-05-01,6774,beauty
2010-06-01,6909,beauty
2010-07-01,8105,beauty
2010-08-01,8306,beauty
2010-09-01,9228,beauty
2010-10-01,8867,beauty
2010-11-01,9394,beauty
2010-12-01,10822,beauty
2011-01-01,13114,beauty
2011-02-01,11794,beauty
2011-03-01,13879,beauty
2011-04-01,13233,beauty
2011-05-01,13189,beauty
2011-06-01,13298,beauty
2011-07-01,14912,beauty
2011-08-01,16150,beauty
2011-09-01,16709,beauty
2011-10-01,17064,beauty
2011-11-01,16372,beauty
2011-12-01,21048,beauty
2012-01-01,24134,beauty
2012-02-01,20280,beauty
2012-03-01,21008,beauty
2012-04-01,20693,beauty
2012-05-01,21388,beauty
2012-06-01,21919,beauty
2012-07-01,24616,beauty
2012-08-01,25477,beauty
2012-09-01,25680,beauty
2012-10-01,29288,beauty
2012-11-01,37855,beauty
2012-12-01,69844,beauty
2013-01-01,82239,beauty
2013-02-01,69181,beauty
2013-03-01,77067,beauty
2013-04-01,74251,beauty
2013-05-01,76742,beauty
2013-06-01,75589,beauty
2013-07-01,75569,beauty
2013-08-01,79631,beauty
2013-09-01,68881,beauty
2013-10-01,78589,beauty
2013-11-01,70487,beauty
2013-12-01,91546,beauty
2014-01-01,110863,beauty
2014-02-01,96530,beauty
2014-03-01,108289,beauty
2014-04-01,96470,beauty
2014-05-01,95598,beauty
2014-06-01,99283,beauty
2014-07-01,158210,beauty
2014-08-01,162437,beauty
2014-09-01,154176,beauty
2014-10-01,165918,beauty
2014-11-01,163243,beauty
2014-12-01,199951,beauty
2015-01-01,222665,beauty
2015-02-01,221971,beauty
2015-03-01,250086,beauty
2015-04-01,220660,beauty
2015-05-01,218335,beauty
2015-06-01,218301,beauty
2015-07-01,230605,beauty
2015-08-01,233679,beauty
1995-06-01,2,books
1995-07-01,23,books
1995-08-01,19,books
1995-09-01,27,books
1995-10-01,45,books
1995-11-01,44,books
1995-12-01,38,books
1996-01-01,69,books
1996-02-01,31,books
1996-05-01,347,books
1996-06-01,434,books
1996-07-01,415,books
1996-08-01,469,books
1996-09-01,584,books
1996-10-01,538,books
1996-11-01,658,books
1996-12-01,1125,books
1997-01-01,1571,books
1997-02-01,1511,books
1997-03-01,2057,books
1997-04-01,2584,books
1997-05-01,1659,books
1997-06-01,3268,books
1997-07-01,3489,books
1997-08-01,3469,books
1997-09-01,2637,books
1997-10-01,4671,books
1997-11-01,4515,books
1997-12-01,5179,books
1998-01-01,6701,books
1998-02-01,5122,books
1998-03-01,7478,books
1998-04-01,8000,books
1998-05-01,7130,books
1998-06-01,10579,books
1998-07-01,13085,books
1998-08-01,11674,books
1998-09-01,10218,books
1998-10-01,12928,books
1998-11-01,13438,books
1998-12-01,14498,books
1999-01-01,16702,books
1999-02-01,15882,books
1999-03-01,17103,books
1999-04-01,18017,books
1999-05-01,17510,books
1999-06-01,19870,books
1999-07-01,19810,books
1999-08-01,19391,books
1999-09-01,17553,books
1999-10-01,19371,books
1999-11-01,22659,books
1999-12-01,40691,books
2000-01-01,45617,books
2000-02-01,38980,books
2000-03-01,52807,books
2000-04-01,57053,books
2000-05-01,54367,books
2000-06-01,55528,books
2000-07-01,50151,books
2000-08-01,44192,books
2000-09-01,35659,books
2000-10-01,38416,books
2000-11-01,33699,books
2000-12-01,34011,books
2001-01-01,38542,books
2001-02-01,34081,books
2001-03-01,36462,books
2001-04-01,33859,books
2001-05-01,38004,books
2001-06-01,38994,books
2001-07-01,41646,books
2001-08-01,41924,books
2001-09-01,31248,books
2001-10-01,34685,books
2001-11-01,37969,books
2001-12-01,37496,books
2002-01-01,41653,books
2002-02-01,34645,books
2002-03-01,38384,books
2002-04-01,38503,books
2002-05-01,35590,books
2002-06-01,32610,books
2002-07-01,35652,books
2002-08-01,32869,books
2002-09-01,31164,books
2002-10-01,36292,books
2002-11-01,33614,books
2002-12-01,35945,books
2003-01-01,41209,books
2003-02-01,33973,books
2003-03-01,36356,books
2003-04-01,35221,books
2003-05-01,35094,books
2003-06-01,38238,books
2003-07-01,38509,books
2003-08-01,35163,books
2003-09-01,35660,books
2003-10-01,38632,books
2003-11-01,35812,books
2003-12-01,36156,books
2004-01-01,42948,books
2004-02-01,38540,books
2004-03-01,40686,books
2004-04-01,38639,books
2004-05-01,37774,books
2004-06-01,39440,books
2004-07-01,38093,books
2004-08-01,33519,books
2004-09-01,32250,books
2004-10-01,33345,books
2004-11-01,31738,books
2004-12-01,33421,books
2005-01-01,39960,books
2005-02-01,33291,books
2005-03-01,38430,books
2005-04-01,36568,books
2005-05-01,36564,books
2005-06-01,36246,books
2005-07-01,45622,books
2005-08-01,58540,books
2005-09-01,57902,books
2005-10-01,22782,books
1998-11-01,1,camera
1998-12-01,1,camera
1999-05-01,2,camera
1999-06-01,2,camera
1999-07-01,49,camera
1999-08-01,23,camera
1999-09-01,20,camera
1999-10-01,53,camera
1999-11-01,85,camera
1999-12-01,146,camera
2000-01-01,137,camera
2000-02-01,100,camera
2000-03-01,74,camera
2000-04-01,104,camera
2000-05-01,156,camera
2000-06-01,451,camera
2000-07-01,269,camera
2000-08-01,246,camera
2000-09-01,170,camera
2000-10-01,456,camera
2000-11-01,397,camera
2000-12-01,501,camera
2001-01-01,427,camera
2001-02-01,335,camera
2001-03-01,297,camera
2001-04-01,329,camera
2001-05-01,399,camera
2001-06-01,479,camera
2001-07-01,511,camera
2001-08-01,562,camera
2001-09-01,355,camera
2001-10-01,410,camera
2001-11-01,643,camera
2001-12-01,1033,camera
2002-01-01,747,camera
2002-02-01,499,camera
2002-03-01,484,camera
2002-04-01,462,camera
2002-05-01,502,camera
2002-06-01,543,camera
2002-07-01,540,camera
2002-08-01,468,camera
2002-09-01,419,camera
2002-10-01,452,camera
2002-11-01,583,camera
2002-12-01,921,camera
2003-01-01,685,camera
2003-02-01,472,camera
2003-03-01,556,camera
2003-04-01,566,camera
2003-05-01,547,camera
2003-06-01,616,camera
2003-07-01,578,camera
2003-08-01,574,camera
2003-09-01,554,camera
2003-10-01,619,camera
2003-11-01,610,camera
2003-12-01,953,camera
2004-01-01,797,camera
2004-02-01,533,camera
2004-03-01,616,camera
2004-04-01,619,camera
2004-05-01,616,camera
2004-06-01,709,camera
2004-07-01,684,camera
2004-08-01,464,camera
2004-09-01,461,camera
2004-10-01,464,camera
2004-11-01,557,camera
2004-12-01,840,camera
2005-01-01,746,camera
2005-02-01,449,camera
2005-03-01,593,camera
2005-04-01,537,camera
2005-05-01,532,camera
2005-06-01,599,camera
2005-07-01,842,camera
2005-08-01,1296,camera
2005-09-01,1204,camera
2005-10-01,954,camera
2005-11-01,710,camera
2005-12-01,1193,camera
2006-01-01,1277,camera
2006-02-01,1302,camera
2006-03-01,1638,camera
2006-04-01,529,camera
2006-05-01,881,camera
2006-06-01,1065,camera
2006-07-01,1759,camera
2006-08-01,1737,camera
2006-09-01,739,camera
2006-10-01,844,camera
2006-11-01,2340,camera
2006-12-01,1848,camera
2007-01-01,6078,camera
2007-02-01,2076,camera
2007-03-01,2774,camera
2007-04-01,1834,camera
2007-05-01,3738,camera
2007-06-01,2664,camera
2007-07-01,3074,camera
2007-08-01,3003,camera
2007-09-01,2804,camera
2007-10-01,2793,camera
2007-11-01,3076,camera
2007-12-01,4938,camera
2008-01-01,5484,camera
2008-02-01,3506,camera
2008-03-01,3385,camera
2008-04-01,3847,camera
2008-05-01,4359,camera
2008-06-01,4250,camera
2008-07-01,4047,camera
2008-08-01,3882,camera
2008-09-01,3690,camera
2008-10-01,3493,camera
2008-11-01,3710,camera
2008-12-01,5405,camera
2009-01-01,7482,camera
2009-02-01,4708,camera
2009-03-01,4318,camera
2009-04-01,4533,camera
2009-05-01,4766,camera
2009-06-01,5112,camera
2009-07-01,4079,camera
2009-08-01,4169,camera
2009-09-01,5283,camera
2009-10-01,4559,camera
2009-11-01,4854,camera
2009-12-01,6823,camera
2010-01-01,7009,camera
2010-02-01,6759,camera
2010-03-01,5849,camera
2010-04-01,5700,camera
2010-05-01,5774,camera
2010-06-01,6084,camera
2010-07-01,6990,camera
2010-08-01,6753,camera
2010-09-01,6993,camera
2010-10-01,6957,camera
2010-11-01,7247,camera
2010-12-01,10103,camera
2011-01-01,10724,camera
2011-02-01,7743,camera
2011-03-01,8754,camera
2011-04-01,8325,camera
2011-05-01,8437,camera
2011-06-01,8919,camera
2011-07-01,9186,camera
2011-08-01,9832,camera
2011-09-01,9687,camera
2011-10-01,9701,camera
2011-11-01,14760,camera
2011-12-01,13571,camera
2012-01-01,13617,camera
2012-02-01,10328,camera
2012-03-01,10489,camera
2012-04-01,9792,camera
2012-05-01,10380,camera
2012-06-01,10961,camera
2012-07-01,12123,camera
2012-08-01,11344,camera
2012-09-01,11161,camera
2012-10-01,12502,camera
2012-11-01,16092,camera
2012-12-01,31799,camera
2013-01-01,36018,camera
2013-02-01,27615,camera
2013-03-01,29101,camera
2013-04-01,27133,camera
2013-05-01,27346,camera
2013-06-01,26422,camera
2013-07-01,27442,camera
2013-08-01,27929,camera
2013-09-01,23100,camera
2013-10-01,25720,camera
2013-11-01,23540,camera
2013-12-01,32790,camera
2014-01-01,37909,camera
2014-02-01,29414,camera
2014-03-01,31212,camera
2014-04-01,28073,camera
2014-05-01,28004,camera
2014-06-01,28388,camera
2014-07-01,46773,camera
2014-08-01,48336,camera
2014-09-01,44189,camera
2014-10-01,44758,camera
2014-11-01,42699,camera
2014-12-01,55922,camera
2015-01-01,61448,camera
2015-02-01,54583,camera
2015-03-01,57040,camera
2015-04-01,50541,camera
2015-05-01,49857,camera
2015-06-01,51137,camera
2015-07-01,55261,camera
2015-08-01,55086,camera
1999-08-01,1,digital_ebook_purchase
1999-10-01,1,digital_ebook_purchase
2000-02-01,1,digital_ebook_purchase
2000-05-01,1,digital_ebook_purchase
2000-06-01,2,digital_ebook_purchase
2000-08-01,1,digital_ebook_purchase
2000-09-01,1,digital_ebook_purchase
2001-03-01,1,digital_ebook_purchase
2001-04-01,1,digital_ebook_purchase
2001-06-01,1,digital_ebook_purchase
2001-07-01,2,digital_ebook_purchase
2001-09-01,1,digital_ebook_purchase
2001-10-01,1,digital_ebook_purchase
2001-11-01,1,digital_ebook_purchase
2002-02-01,1,digital_ebook_purchase
